Entombed,Left Hand Path,1990,https://open.spotify.com/album/5nrZejD99ZmAXrmrouIJcU,http://www.rollingstone.com/music/lists/the-100-greatest-metal-albums-of-all-time-w486923/entombed-left-hand-path-1990-w486980,https://en.wikipedia.org/wiki/Left_Hand_Path_(album),39:49:00,39,49
Baroness,The Red Album,2007,https://open.spotify.com/album/7HjDc1R38sIpwbKHOrbBNR,http://www.rollingstone.com/music/lists/the-100-greatest-metal-albums-of-all-time-w486923/baroness-the-red-album-2007-w486949,https://en.wikipedia.org/wiki/Red_Album_(Baroness_album),44:27:00,44,27
High on Fire,Blessed Black Wings,2005,https://open.spotify.com/album/2Fez8YmdKDD9732QTBeJzt,http://www.rollingstone.com/music/lists/the-100-greatest-metal-albums-of-all-time-w486923/high-on-fire-blessed-black-wings-2005-w486999,https://en.wikipedia.org/wiki/Blessed_Black_Wings,53:30:00,53,30
Darkthrone,Transilvanian Hunger,1984,https://open.spotify.com/album/2Fez8YmdKDD9732QTBeJzt,http://www.rollingstone.com/music/lists/the-100-greatest-metal-albums-of-all-time-w486923/darkthrone-transilvanian-hunger-1991-w486967,https://en.wikipedia.org/wiki/Transilvanian_Hunger,39:03:00,39,3
Lamb of God,As the Palace Burns,2003,https://open.spotify.com/album/5OubC3vkQNuA3rVu6iD6xa,http://www.rollingstone.com/music/lists/the-100-greatest-metal-albums-of-all-time-w486923/lamb-of-god-as-the-palaces-burn-2003-w487022,https://en.wikipedia.org/wiki/As_the_Palaces_Burn,37:58:00,37,58
Manowar,Hail to England,1984,,http://www.rollingstone.com/music/lists/the-100-greatest-metal-albums-of-all-time-w486923/manowar-hail-to-england-1984-w487027,https://en.wikipedia.org/wiki/Hail_to_England,33:13:00,33,13
Pig Destroyer,Terrifyer,2004,https://open.spotify.com/album/6x95DGZhx18gJuxRlbwZso,http://www.rollingstone.com/music/lists/the-100-greatest-metal-albums-of-all-time-w486923/pig-destroyer-terrifyer-2004-w487103,https://en.wikipedia.org/wiki/Terrifyer,32:19:00,32,19
Nightwish,Once,2004,https://open.spotify.com/album/5sHIuXeNUs3Tqfg7kQIFVT,http://www.rollingstone.com/music/lists/the-100-greatest-metal-albums-of-all-time-w486923/nightwish-once-2004-w487072,https://en.wikipedia.org/wiki/Once_(Nightwish_album),60:09:00,60,9
Body Count,Body Count,1992,https://open.spotify.com/album/2J5Lf1s0Q42e31xjSwVd8J,http://www.rollingstone.com/music/lists/the-100-greatest-metal-albums-of-all-time-w486923/body-count-1992-w486960,https://en.wikipedia.org/wiki/Body_Count_(album),53:11:00,53,11
Naked City,Torture Garden,1990,,http://www.rollingstone.com/music/lists/the-100-greatest-metal-albums-of-all-time-w486923/naked-city-torture-garden-1990-w487068,https://en.wikipedia.org/wiki/Torture_Garden_(album),22:28:00,22,0
Eyehategod,Take as Needed for Pain,1993,https://open.spotify.com/album/0KGUACvQup4NDOhumQGa3V,http://www.rollingstone.com/music/lists/the-100-greatest-metal-albums-of-all-time-w486923/eyehategod-take-as-needed-for-pain-1993-w486987,https://en.wikipedia.org/wiki/Take_as_Needed_for_Pain,49:34:00,49,34
White Zombie,La Sexorcisto: Devil Music Vol. 1,1992,https://open.spotify.com/album/6Cvv0qNSdZNf9o0j8EohoD,http://www.rollingstone.com/music/lists/the-100-greatest-metal-albums-of-all-time-w486923/white-zombie-la-sexorcisto-devil-music-volume-one-1992-w487139,https://en.wikipedia.org/wiki/La_Sexorcisto:_Devil_Music_Volume_One,57:43:00,57,43
